Windenergieeinspeisung;;;;
2006 Oktober;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];Anteil Offshore [MW];
;48;4802;5037;0;;
;49;5152;5323;0;;
;50;5152;5495;0;;
;51;5152;5488;0;;
;52;5152;5103;0;;
;53;5505;5100;0;;
;54;5505;5129;0;;
;55;5505;5159;0;;
;56;5505;5251;0;;
;57;5659;5219;0;;
;58;5659;5113;0;;
;59;5659;5024;0;;
;60;5659;4932;0;;
;61;5820;4832;0;;
;62;5820;4781;0;;
;63;5820;4808;0;;
;64;5820;4759;0;;
;65;5909;4757;0;;
;66;5909;4602;0;;
;67;5909;4385;0;;
;68;5909;4466;0;;
;69;6042;4745;0;;
;70;6042;4563;0;;
;71;6042;4767;0;;
;72;6042;4749;0;;
;73;5973;4346;0;;
;74;5973;4096;0;;
;75;5973;4068;0;;
;76;5973;3784;0;;
;77;5825;3424;0;;
;78;5825;3147;0;;
;79;5825;2977;0;;
;80;5825;2975;0;;
;81;5547;2904;0;;
;82;5547;2705;0;;
;83;5547;2735;0;;
;84;5547;2875;0;;
;85;5273;2977;0;;
;86;5273;2986;0;;
;87;5273;2921;0;;
;88;5273;2891;0;;
;89;5039;2872;0;;
;90;5039;2842;0;;
;91;5039;2891;0;;
;92;5039;2867;0;;
;93;4751;2832;0;;
;94;4751;2791;0;;
;95;4751;2837;0;;
;96;4751;2842;0;;
2006-10-08;1;3231;2957;0;;
;2;3231;3118;0;;
;3;3231;3214;0;;
;4;3231;3252;0;;
;5;3058;3266;0;;
;6;3058;3221;0;;
;7;3058;3357;0;;
;8;3058;3381;0;;
;9;3077;3303;0;;
;10;3077;3340;0;;
;11;3077;3310;0;;
;12;3077;3325;0;;
;13;3087;3319;0;;
;14;3087;3278;0;;
;15;3087;3201;0;;
;16;3087;3200;0;;
;17;3040;3265;0;;
;18;3040;3240;0;;
;19;3040;3260;0;;
;20;3040;3236;0;;
;21;3060;3153;0;;
;22;3060;3137;0;;
;23;3060;3099;0;;
;24;3060;3078;0;;
;25;3001;3030;0;;
;26;3001;3028;0;;
;27;3001;2834;0;;
;28;3001;2778;0;;
;29;2928;2610;0;;
;30;2928;2684;0;;
;31;2928;2646;0;;
;32;2928;2771;0;;
;33;3015;2857;0;;
;34;3015;2810;0;;
;35;3015;2641;0;;
;36;3015;2512;0;;
;37;2951;2400;0;;
;38;2951;2298;0;;
;39;2951;2157;0;;
;40;2951;2111;0;;
;41;2838;2111;0;;
;42;2838;2081;0;;
;43;2838;2034;0;;
;44;2838;2089;0;;
;45;2696;2104;0;;
;46;2696;2088;0;;
;47;2696;2037;0;;
;48;2696;2083;0;;
;49;2646;2078;0;;
;50;2646;1990;0;;
;51;2646;1964;0;;
;52;2646;1987;0;;
;53;2606;1959;0;;
;54;2606;2020;0;;
;55;2606;2005;0;;
;56;2606;2010;0;;
;57;2523;1907;0;;
;58;2523;1868;0;;
;59;2523;1691;0;;
;60;2523;1662;0;;
;61;2323;1616;0;;
;62;2323;1476;0;;
